architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
RISCV,XOR-CIPHER,riscv64-linux-gnu-gcc,Os,xor_RISCV_riscv64-linux-gnu-gcc_Os.elf,xor_init,00100bc6,XOR-CIPHER,9,14,7,3,2,0.07042253521126761,7.888888888888889,2,8,0,0,0,0,71,0.0,0.06269481006323112,0,52,0.25483278904331536,0.016017316017316017,0.09165246709106359,0.006060606060606061,0.007936507936507936,0.04061688798530903,0,0,16,8,9,37,0.08387096774193549,6.109788476025702,2.8859894330431395,0.09859154929577464,63
RISCV,XOR-CIPHER,riscv64-linux-gnu-gcc,Os,xor_RISCV_riscv64-linux-gnu-gcc_Os.elf,xor_encrypt_block,00100c96,XOR-CIPHER,10,19,11,3,2,0.10526315789473684,7.6,2,9,0,0,0,0,76,0.0,0.0344229831235977,0,56,0.17748402594868792,0.0,0.09688738792667677,0.011437908496732025,0.0,0.02298507462686567,0,0,104,2,5,44,0.18023255813953487,6.358311985585502,2.4707821172667264,0.14473684210526316,48
RISCV,XOR-CIPHER,riscv64-linux-gnu-gcc,Os,xor_RISCV_riscv64-linux-gnu-gcc_Os.elf,xor_decrypt_block,00100d5c,XOR-CIPHER,10,20,12,3,2,0.10256410256410256,7.8,2,7,0,0,0,0,78,0.0,0.014562908496732025,0,53,0.15881331699346407,0.0,0.0959313725490196,0.011437908496732025,0.0,0.003125,0,0,104,2,4,43,0.1676300578034682,6.409297786132807,2.5228263561037254,0.15384615384615385,49
RISCV,XOR-CIPHER,riscv64-linux-gnu-gcc,Os,xor_RISCV_riscv64-linux-gnu-gcc_Os.elf,xor_stream_encrypt,00100e28,XOR-CIPHER,10,15,7,2,2,0.07352941176470588,6.8,2,5,0,0,0,0,68,0.0,0.02140293916609706,0,53,0.2845038733196628,0.0,0.09801492367281842,0.014354066985645933,0.0,0.0070488721804511266,0,0,120,2,4,43,0.20134228187919462,6.293616035111037,2.5376705447379093,0.10294117647058823,45
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.13888888888888887,0,31,0.15555555555555556,0.13888888888888887,0.1111111111111111,0.0,0.0,0.0,0,0,8,7,0,4,0.05555555555555555,4.236368983644952,3.5957295996907255,0.375,7
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,_start,00101080,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.21052631578947367,0,40,0.07017543859649122,0.15789473684210525,0.07017543859649122,0.05263157894736842,0.0,0.0,0,0,16,12,3,4,0.07017543859649122,4.734512381750773,3.1741378208027298,0.15384615384615385,12
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,deregister_tm_clones,001010b0,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.10664335664335664,0,21,0.10256410256410256,0.10664335664335664,0.08333333333333333,0.0,0.0,0.0,0,0,8,5,0,2,0.03571428571428571,3.973512753576009,3.3388043692446137,0.3333333333333333,8
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,register_tm_clones,001010e0,Non-Crypto,4,5,3,0,0,0.14285714285714285,3.5,2,5,0,0,0,0,14,0.0,0.18468667255075022,0,109,0.093042071197411,0.17255075022065314,0.08333333333333333,0.0,0.0,0.012135922330097087,0,0,8,46,5,5,0.00847457627118644,4.520875225242075,3.436429546570543,0.21428571428571427,13
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,__do_global_dtors_aux,00101120,Non-Crypto,5,7,4,0,0,0.21428571428571427,2.8,2,7,0,0,0,0,14,0.0,0.06,0,28,0.21454545454545454,0.06,0.18454545454545454,0.0,0.0,0.0,0,0,8,4,0,8,0.13333333333333333,4.454168410357406,3.7168685856424033,0.2857142857142857,13
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,xor_init,00101170,XOR-CIPHER,1,2,3,0,0,0.047619047619047616,21.0,1,3,0,0,0,0,21,0.0,0.05555555555555555,0,36,0.25,0.05555555555555555,0.25,0.0,0.0,0.0,0,0,32,4,0,18,0.25,4.145074910749228,3.2553626787197585,0.14285714285714285,9
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,xor_key_schedule,001011c0,XOR-CIPHER,8,10,4,2,1,0.02912621359223301,12.875,2,4,0,0,0,0,103,0.0,0.10192505755482854,0,448,0.16886473100690658,0.09786971404337816,0.13147965133890704,0.0016698473282442748,0.0016698473282442748,0.002385496183206107,0,0,36,132,17,91,0.0877742946708464,5.340525547769077,4.0754567232008165,0.038834951456310676,39
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,xor_encrypt_block,00101330,XOR-CIPHER,10,15,7,2,1,0.06557377049180328,6.1,2,6,0,0,0,0,61,0.0,0.08305031618464453,0,181,0.20330927778688973,0.07931897290106245,0.14745193446685984,0.0014925373134328358,0.0022388059701492534,0.0022388059701492534,0,0,80,41,5,55,0.13028169014084506,4.891373031344269,4.062041363176006,0.11475409836065574,32
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,substitute_bytes,00101420,XOR-CIPHER,7,8,3,1,1,0.05714285714285714,5.0,2,3,0,0,0,0,35,0.0,0.05104419390133676,0,57,0.2209850191216651,0.05104419390133676,0.1954629221709967,0.0,0.02973837756446452,0.0,0,0,36,6,0,32,0.192,4.846613773212534,3.5739667543878952,0.08571428571428572,19
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,permute_bytes,001014b0,XOR-CIPHER,15,19,6,3,1,0.0847457627118644,3.933333333333333,2,12,0,0,0,0,59,0.0,0.0552020337386191,0,128,0.18251699519992204,0.0552020337386191,0.15483854898489044,0.0,0.013565621370499418,0.0,0,0,60,16,0,56,0.17180616740088106,4.861365305960972,3.7545360045407987,0.1016949152542373,22
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,diffuse_bytes,001015b0,XOR-CIPHER,4,6,4,1,1,0.0392156862745098,12.75,2,5,0,0,0,0,51,0.0,0.11884825700615174,0,119,0.17215268284347232,0.11316643882433355,0.11983082706766918,0.002840909090909091,0.005681818181818182,0.002840909090909091,0,0,40,22,4,43,0.12444444444444444,5.065342515676952,4.005203131704245,0.0784313725490196,27
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,xor_decrypt_block,00101660,XOR-CIPHER,13,19,8,3,1,0.08695652173913043,5.3076923076923075,2,6,0,0,0,0,69,0.0,0.10062069801499741,0,225,0.1582264837443792,0.09308842928869884,0.11717967274299325,0.005810110287722228,0.001722158438576349,0.001722158438576349,0,0,88,51,7,61,0.12130177514792899,5.09893658952657,4.063627119861431,0.11594202898550725,34
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,xor_stream_encrypt,00101770,XOR-CIPHER,11,14,5,2,1,0.046875,5.818181818181818,2,4,0,0,0,0,64,0.0,0.09390629603130461,0,201,0.1888132068277698,0.09081300378138585,0.1633722815291595,0.001095290251916758,0.0032858707557502738,0.001998001998001998,0,0,136,44,3,62,0.16339869281045752,4.729152623950528,3.823949982886205,0.078125,30
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,main,00101880,Non-Crypto,13,43,32,4,1,0.08496732026143791,11.76923076923077,1,17,0,0,0,0,153,0.0,0.06888314375762464,0,212,0.22233138511728978,0.06782940297785646,0.15687306698859105,0.001053740779768177,0.009615384615384616,0.0,0,0,464,23,1,111,0.18791946308724833,4.8851871695025855,3.544161376466668,0.20915032679738563,27
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,init_inv_sbox,00101bf0,XOR-CIPHER,6,7,3,1,1,0.09090909090909091,3.6666666666666665,2,5,0,0,0,0,22,0.0,0.05318986568986569,0,44,0.17773199023199024,0.05318986568986569,0.15113705738705738,0.0,0.008547008547008546,0.0,0,0,20,6,0,16,0.1375,4.539430426606323,3.7889164795253487,0.13636363636363635,19
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,rotl8,00101c50,XOR-CIPHER,1,0,1,0,0,0.0,17.0,2,1,0,0,0,0,17,0.0,0.3409090909090909,0,97,0.09090909090909091,0.30303030303030304,0.08333333333333333,0.007575757575757576,0.0,0.030303030303030304,0,0,24,41,5,12,0.08333333333333333,4.563532262755957,3.687868493500394,0.058823529411764705,13
x86,XOR-CIPHER,clang,O0,xor_x86_clang_O0.elf,rotr8,00101c80,XOR-CIPHER,1,0,1,0,0,0.0,17.0,2,1,0,0,0,0,17,0.0,0.3409090909090909,0,97,0.09090909090909091,0.30303030303030304,0.08333333333333333,0.007575757575757576,0.0,0.030303030303030304,0,0,24,41,5,12,0.08333333333333333,4.483318029990695,3.687868493500394,0.058823529411764705,13
x86,Non-Crypto,clang,O0,xor_x86_clang_O0.elf,_fini,00101cb0,Non-Crypto,1,0,1,0,0,0.0,4.0,2,1,0,0,0,0,4,0.0,0.19047619047619047,0,21,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0,0,8,4,0,3,0.047619047619047616,3.238901256602631,3.344698375159713,0.25,3
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.13888888888888887,0,31,0.15555555555555556,0.13888888888888887,0.1111111111111111,0.0,0.0,0.0,0,0,8,7,0,4,0.05555555555555555,4.236368983644952,3.5957295996907255,0.375,7
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,_start,00101090,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.21052631578947367,0,40,0.07017543859649122,0.15789473684210525,0.07017543859649122,0.05263157894736842,0.0,0.0,0,0,16,12,3,4,0.07017543859649122,4.734512381750773,3.1741378208027298,0.15384615384615385,12
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,deregister_tm_clones,001010c0,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.10664335664335664,0,21,0.10256410256410256,0.10664335664335664,0.08333333333333333,0.0,0.0,0.0,0,0,8,5,0,2,0.03571428571428571,3.9735127535760095,3.3388043692446137,0.3333333333333333,8
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,register_tm_clones,001010f0,Non-Crypto,4,5,3,0,0,0.14285714285714285,3.5,2,5,0,0,0,0,14,0.0,0.18468667255075022,0,109,0.093042071197411,0.17255075022065314,0.08333333333333333,0.0,0.0,0.012135922330097087,0,0,8,46,5,5,0.00847457627118644,4.520875225242075,3.436429546570543,0.21428571428571427,13
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,__do_global_dtors_aux,00101130,Non-Crypto,5,7,4,0,0,0.21428571428571427,2.8,2,7,0,0,0,0,14,0.0,0.06,0,28,0.21454545454545454,0.06,0.18454545454545454,0.0,0.0,0.0,0,0,8,4,0,8,0.13333333333333333,4.491205447394444,3.7168685856424033,0.2857142857142857,13
x86,XOR-CIPHER,clang,O1,xor_x86_clang_O1.elf,xor_init,00101180,XOR-CIPHER,9,12,5,3,2,0.06666666666666667,6.666666666666667,2,7,0,0,0,0,60,0.0,0.11266795784037163,0,243,0.12576930094171473,0.09769441286682666,0.07750410509031198,0.012433862433862432,0.01083743842364532,0.0025396825396825397,0,0,8,70,10,46,0.06489675516224189,5.645722206564444,3.976144713301328,0.08333333333333333,39
x86,XOR-CIPHER,clang,O1,xor_x86_clang_O1.elf,xor_encrypt_block,00101260,XOR-CIPHER,16,23,9,6,2,0.1,5.0,2,3,0,0,0,0,80,0.0,0.15232595814056682,0,332,0.12260585930253896,0.12485313972536057,0.051247177725860266,0.025260429034675277,0.055764619894970786,0.0022123893805309734,0,0,64,81,14,72,0.0645879732739421,5.61401143058666,4.044179260122375,0.1125,52
x86,XOR-CIPHER,clang,O1,xor_x86_clang_O1.elf,xor_decrypt_block,001013a0,XOR-CIPHER,17,25,10,7,2,0.10465116279069768,5.0588235294117645,2,3,0,0,0,0,86,0.0,0.16161959329156647,0,347,0.1303141075234704,0.13455961446228143,0.05098615033181574,0.024977730000549998,0.05683881719679451,0.002082248828735034,0,0,64,83,14,79,0.06567796610169492,5.554700565210667,4.029084728371542,0.11627906976744186,52
x86,XOR-CIPHER,clang,O1,xor_x86_clang_O1.elf,xor_stream_encrypt,001014f0,XOR-CIPHER,8,12,6,2,2,0.07547169811320754,6.625,2,5,0,0,0,0,53,0.0,0.16425078669094628,0,202,0.10150874658853382,0.140385855080004,0.057493758956524914,0.021205357142857144,0.019345238095238096,0.0026595744680851063,0,0,96,54,5,36,0.0708955223880597,5.616592338856519,3.8702479680472357,0.11320754716981132,35
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,main,001015a0,Non-Crypto,25,61,38,11,2,0.08641975308641975,9.72,1,26,0,0,0,0,243,0.0,0.1634602152170548,0,901,0.12471850813662679,0.13613522824767235,0.05747276604880694,0.024855261735989537,0.02307590036922206,0.0024697252333929047,0,0,448,239,37,171,0.05789909015715467,5.944627180810018,3.9525206275806632,0.15637860082304528,64
x86,Non-Crypto,clang,O1,xor_x86_clang_O1.elf,_fini,001019b8,Non-Crypto,1,0,1,0,0,0.0,4.0,2,1,0,0,0,0,4,0.0,0.19047619047619047,0,21,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0,0,8,4,0,3,0.047619047619047616,3.238901256602631,3.344698375159713,0.25,3
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.13888888888888887,0,31,0.15555555555555556,0.13888888888888887,0.1111111111111111,0.0,0.0,0.0,0,0,8,7,0,4,0.05555555555555555,4.236368983644952,3.5957295996907255,0.375,7
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,_start,00101090,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.21052631578947367,0,40,0.07017543859649122,0.15789473684210525,0.07017543859649122,0.05263157894736842,0.0,0.0,0,0,16,12,3,4,0.07017543859649122,4.734512381750773,3.1741378208027298,0.15384615384615385,12
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,deregister_tm_clones,001010c0,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.10664335664335664,0,21,0.10256410256410256,0.10664335664335664,0.08333333333333333,0.0,0.0,0.0,0,0,8,5,0,2,0.03571428571428571,3.9735127535760095,3.3388043692446137,0.3333333333333333,8
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,register_tm_clones,001010f0,Non-Crypto,4,5,3,0,0,0.14285714285714285,3.5,2,5,0,0,0,0,14,0.0,0.18468667255075022,0,109,0.093042071197411,0.17255075022065314,0.08333333333333333,0.0,0.0,0.012135922330097087,0,0,8,46,5,5,0.00847457627118644,4.46685782323887,3.436429546570543,0.21428571428571427,13
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,__do_global_dtors_aux,00101130,Non-Crypto,5,7,4,0,0,0.21428571428571427,2.8,2,7,0,0,0,0,14,0.0,0.06,0,28,0.21454545454545454,0.06,0.18454545454545454,0.0,0.0,0.0,0,0,8,4,0,8,0.13333333333333333,4.514263086243268,3.7168685856424033,0.2857142857142857,13
x86,XOR-CIPHER,clang,O2,xor_x86_clang_O2.elf,xor_init,00101180,XOR-CIPHER,9,12,5,3,2,0.05714285714285714,7.777777777777778,2,7,0,0,0,0,70,0.0,0.10387823505470564,0,256,0.13839117309705545,0.08890469008116067,0.08195116430410548,0.012433862433862432,0.0187717511246923,0.0025396825396825397,0,0,8,70,10,66,0.07368421052631578,5.75698123848274,3.989838921412183,0.07142857142857142,42
x86,XOR-CIPHER,clang,O2,xor_x86_clang_O2.elf,xor_encrypt_block,00101290,XOR-CIPHER,9,12,5,2,1,0.02631578947368421,16.88888888888889,2,3,0,0,0,0,152,0.0,0.17653304594208044,0,388,0.14865569643248344,0.1338100539705377,0.11953509187344623,0.023348993036962692,0.021425585171345726,0.019373998934580056,0,0,144,109,32,148,0.14985590778097982,5.850819364743206,3.83770626057638,0.03289473684210526,47
x86,XOR-CIPHER,clang,O2,xor_x86_clang_O2.elf,xor_decrypt_block,00101540,XOR-CIPHER,13,18,7,4,2,0.021660649819494584,21.307692307692307,2,3,0,0,0,0,277,0.0,0.13176801991781453,0,796,0.1042458204953644,0.10626264027589015,0.0651056120262977,0.013290537910197455,0.021128903587668404,0.012214841731726931,0,0,128,246,60,224,0.06981664315937941,5.801582935048347,3.8238938540207434,0.02527075812274368,80
x86,XOR-CIPHER,clang,O2,xor_x86_clang_O2.elf,xor_stream_encrypt,00101a40,XOR-CIPHER,25,40,17,4,2,0.07936507936507936,7.56,2,5,0,0,0,0,189,0.0,0.2001527884516155,0,797,0.10467798334608978,0.1679002859202626,0.06257726447674877,0.02846015096015096,0.019381645043409747,0.003792351571201944,0,0,208,229,43,170,0.07136322049405307,5.982138965744756,3.9723121595875197,0.08994708994708994,76
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,main,00101d50,Non-Crypto,11,89,80,4,2,0.014613778705636743,43.54545454545455,1,16,0,0,0,0,479,0.0,0.13089270437737757,0,1305,0.12723687592704108,0.10550719197687633,0.06754226887187958,0.023409227815521003,0.018644931301971767,0.001976284584980237,0,0,416,357,113,274,0.10871647509578544,5.9001445773981,3.708430632875907,0.16701461377870563,62
x86,Non-Crypto,clang,O2,xor_x86_clang_O2.elf,_fini,001024e8,Non-Crypto,1,0,1,0,0,0.0,4.0,2,1,0,0,0,0,4,0.0,0.19047619047619047,0,21,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0,0,8,4,0,3,0.047619047619047616,3.238901256602631,3.344698375159713,0.25,3
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.13888888888888887,0,31,0.15555555555555556,0.13888888888888887,0.1111111111111111,0.0,0.0,0.0,0,0,8,7,0,4,0.05555555555555555,4.236368983644952,3.5957295996907255,0.375,7
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,_start,00101090,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.21052631578947367,0,40,0.07017543859649122,0.15789473684210525,0.07017543859649122,0.05263157894736842,0.0,0.0,0,0,16,12,3,4,0.07017543859649122,4.734512381750773,3.1741378208027298,0.15384615384615385,12
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,deregister_tm_clones,001010c0,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.10664335664335664,0,21,0.10256410256410256,0.10664335664335664,0.08333333333333333,0.0,0.0,0.0,0,0,8,5,0,2,0.03571428571428571,3.9735127535760095,3.3388043692446137,0.3333333333333333,8
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,register_tm_clones,001010f0,Non-Crypto,4,5,3,0,0,0.14285714285714285,3.5,2,5,0,0,0,0,14,0.0,0.18468667255075022,0,109,0.093042071197411,0.17255075022065314,0.08333333333333333,0.0,0.0,0.012135922330097087,0,0,8,46,5,5,0.00847457627118644,4.46685782323887,3.436429546570543,0.21428571428571427,13
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,__do_global_dtors_aux,00101130,Non-Crypto,5,7,4,0,0,0.21428571428571427,2.8,2,7,0,0,0,0,14,0.0,0.06,0,28,0.21454545454545454,0.06,0.18454545454545454,0.0,0.0,0.0,0,0,8,4,0,8,0.13333333333333333,4.514263086243268,3.7168685856424033,0.2857142857142857,13
x86,XOR-CIPHER,clang,O3,xor_x86_clang_O3.elf,xor_init,00101180,XOR-CIPHER,19,27,10,8,2,0.055900621118012424,8.473684210526315,2,19,0,0,0,0,161,0.0,0.12464388632348569,0,735,0.1674491328645642,0.10173372426579909,0.04969895685749768,0.016735429675884626,0.10496211475223452,0.006174732381801963,0,0,8,221,43,178,0.052104208416833664,5.34967260581346,3.8448369677676317,0.062111801242236024,38
x86,XOR-CIPHER,clang,O3,xor_x86_clang_O3.elf,xor_encrypt_block,00101440,XOR-CIPHER,7,10,5,2,2,0.014184397163120567,40.285714285714285,2,3,0,0,0,0,282,0.0,0.12155625815413336,0,1127,0.15731037788763308,0.0899554416938364,0.14574838042573507,0.020994253649557804,0.014652014652014652,0.010606562810739144,0,0,87,407,145,182,0.09137380191693291,6.034858696533098,3.81409493920662,0.01773049645390071,40
x86,XOR-CIPHER,clang,O3,xor_x86_clang_O3.elf,xor_decrypt_block,00101880,XOR-CIPHER,7,9,4,1,1,0.005859375,73.14285714285714,2,3,0,0,0,0,512,0.0,0.14249720355062698,0,2616,0.13377196690604265,0.11764126950242502,0.10010125493112476,0.01237955318258369,0.012575495334116024,0.012476380865618268,0,0,165,1080,392,271,0.04546787914344382,5.843791917673081,3.8054368523377353,0.0078125,74
x86,XOR-CIPHER,clang,O3,xor_x86_clang_O3.elf,xor_stream_encrypt,00102060,XOR-CIPHER,25,40,17,4,2,0.07936507936507936,7.56,2,5,0,0,0,0,189,0.0,0.2001527884516155,0,797,0.10467798334608978,0.1679002859202626,0.06257726447674877,0.02846015096015096,0.019381645043409747,0.003792351571201944,0,0,208,229,43,170,0.07136322049405307,5.983263640708274,3.9723121595875197,0.08994708994708994,76
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,main,00102370,Non-Crypto,1,121,122,0,0,0.0016611295681063123,602.0,1,9,0,0,0,0,602,0.0,0.16307330458643668,0,1526,0.11916895335162682,0.10505684045472363,0.1195609564876519,0.058016464131713054,0.0,0.0,0,0,448,416,148,304,0.1195609564876519,5.699542816992492,3.5142298263482052,0.2026578073089701,32
x86,Non-Crypto,clang,O3,xor_x86_clang_O3.elf,_fini,00102c44,Non-Crypto,1,0,1,0,0,0.0,4.0,2,1,0,0,0,0,4,0.0,0.19047619047619047,0,21,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0,0,8,4,0,3,0.047619047619047616,3.238901256602631,3.344698375159713,0.25,3
x86,Non-Crypto,clang,Os,xor_x86_clang_Os.elf,_init,00101000,Non-Crypto,3,4,3,0,0,0.25,2.6666666666666665,2,4,0,0,0,0,8,0.0,0.13888888888888887,0,31,0.15555555555555556,0.13888888888888887,0.1111111111111111,0.0,0.0,0.0,0,0,8,7,0,4,0.05555555555555555,4.236368983644952,3.5957295996907255,0.375,7
x86,Non-Crypto,clang,Os,xor_x86_clang_Os.elf,FUN_00101020,00101020,Non-Crypto,1,1,2,0,0,0.0,2.0,1,2,0,0,0,0,2,0.0,0.0,0,1,0.25,0.0,0.25,0.0,0.0,0.0,1,0,8,0,0,1,0.25,2.5849625007211565,2.0,1.0,1
x86,Non-Crypto,clang,Os,xor_x86_clang_Os.elf,_start,00101090,Non-Crypto,1,1,2,0,0,0.0,13.0,1,2,0,0,0,0,13,0.0,0.21052631578947367,0,40,0.07017543859649122,0.15789473684210525,0.07017543859649122,0.05263157894736842,0.0,0.0,0,0,16,12,3,4,0.07017543859649122,4.734512381750773,3.1741378208027298,0.15384615384615385,12
x86,Non-Crypto,clang,Os,xor_x86_clang_Os.elf,deregister_tm_clones,001010c0,Non-Crypto,4,5,3,0,0,0.2222222222222222,2.25,2,5,0,0,0,0,9,0.0,0.10664335664335664,0,21,0.10256410256410256,0.10664335664335664,0.08333333333333333,0.0,0.0,0.0,0,0,8,5,0,2,0.03571428571428571,3.9735127535760095,3.3388043692446137,0.3333333333333333,8
x86,Non-Crypto,clang,Os,xor_x86_clang_Os.elf,register_tm_clones,001010f0,Non-Crypto,4,5,3,0,0,0.14285714285714285,3.5,2,5,0,0,0,0,14,0.0,0.18468667255075022,0,109,0.093042071197411,0.17255075022065314,0.08333333333333333,0.0,0.0,0.012135922330097087,0,0,8,46,5,5,0.00847457627118644,4.520875225242075,3.436429546570543,0.21428571428571427,13
x86,Non-Crypto,clang,Os,xor_x86_clang_Os.elf,__do_global_dtors_aux,00101130,Non-Crypto,5,7,4,0,0,0.21428571428571427,2.8,2,7,0,0,0,0,14,0.0,0.06,0,28,0.21454545454545454,0.06,0.18454545454545454,0.0,0.0,0.0,0,0,8,4,0,8,0.13333333333333333,4.491205447394444,3.7168685856424033,0.2857142857142857,13
x86,XOR-CIPHER,clang,Os,xor_x86_clang_Os.elf,xor_init,0010117c,XOR-CIPHER,9,12,5,3,2,0.07017543859649122,6.333333333333333,2,7,0,0,0,0,57,0.0,0.11444632252465789,0,243,0.1267937285073148,0.09937310977702654,0.07783314876338132,0.012489233419465976,0.011166482096714654,0.002583979328165375,0,0,8,70,10,46,0.0658682634730539,5.777874219589202,3.9413395256700667,0.08771929824561403,37
x86,XOR-CIPHER,clang,Os,xor_x86_clang_Os.elf,xor_encrypt_block,00101247,XOR-CIPHER,8,12,6,3,2,0.07017543859649122,7.125,2,4,0,0,0,0,57,0.0,0.16511125750256186,0,237,0.10051648733713951,0.13864185331576637,0.07239423217684088,0.018216586151368758,0.017804860196164545,0.008252818035426731,0,0,64,74,17,43,0.07761194029850746,5.708736855669991,4.019124936863057,0.10526315789473684,40
x86,XOR-CIPHER,clang,Os,xor_x86_clang_Os.elf,permute_bytes,001012f8,XOR-CIPHER,10,14,6,3,2,0.14285714285714285,3.5,2,10,0,0,0,0,35,0.0,0.11685148185148184,0,133,0.06661505161505162,0.10397269397269397,0.0460989010989011,0.012878787878787878,0.013113553113553115,0.0,0,0,32,29,2,23,0.06321839080459771,5.305471837432691,3.8906124163515563,0.17142857142857143,18
