architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,O3.elf,sha224_RISCV_clang_O3.elf,_PREINIT_0,001006b2,Non-Crypto,1,0,1,0,0,0,3,2,1,0,0,0,0,3,0,0.2,0,2,0.4,0,0,0,0,0.2,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,2,0,3.121928095,1.921928095,0.333333333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,O3.elf,sha224_RISCV_clang_O3.elf,deregister_tm_clones,001006be,Non-Crypto,4,5,3,0,0,0.2,2.5,2,5,0,0,0,0,10,0,0.085714286,0,10,0.171428571,0,0.035714286,0,0,0.085714286,FALSE,FALSE,FALSE,FALSE,0,0,0,0,3,6,0.052631579,4.134334254,2.720582776,0.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,O3.elf,sha224_RISCV_clang_O3.elf,register_tm_clones,1.01E+03,Non-Crypto,4,5,3,0,0,0.133333333,3.75,2,5,0,0,0,0,15,0,0.10515873,0,12,0.154761905,0,0.035714286,0,0,0.10515873,FALSE,FALSE,FALSE,FALSE,0,0,0,0,6,8,0.037037037,4.544325653,3.054289467,0.2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,O3.elf,sha224_RISCV_clang_O3.elf,__do_global_dtors_aux,0010070c,Non-Crypto,5,8,5,0,0,0.2,4,2,7,0,0,0,0,20,0,0.068253968,0,18,0.276190476,0,0.163492063,0,0,0.068253968,FALSE,FALSE,FALSE,FALSE,0,0,16,0,3,14,0.166666667,5.055751254,2.771926182,0.25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,O3.elf,sha224_RISCV_clang_O3.elf,sha224_init,100748,SHA-224,1,0,1,0,0,0,19,2,1,0,0,0,0,19,0,0.085106383,0,18,0.382978723,0,0.212765957,0,0,0.085106383,FALSE,FALSE,FALSE,FALSE,0,0,0,0,4,18,0.212765957,4.728502116,2.153069832,0.052631579,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,O3.elf,sha224_RISCV_clang_O3.elf,sha224_update,100782,SHA-224,6,9,5,1,1,0.095238095,7,2,5,0,0,0,0,42,0,0.027222222,0,34,0.262076023,0.006944444,0.154322612,0,0,0.020277778,FALSE,FALSE,FALSE,FALSE,0,0,0,2,3,27,0.176470588,5.733770142,2.780805003,0.119047619,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,O3.elf,sha224_RISCV_clang_O3.elf,sha224_transform,001007ee,SHA-224,7,9,4,3,2,0.018072289,23.71428571,2,7,0,0,0,0,166,0,0.110485713,0,117,0.231363472,0.036159898,0.144652227,0.018007005,0,0.056318811,FALSE,FALSE,FALSE,FALSE,0,0,344,28,36,84,0.134048257,6.66552951,2.859452466,0.024096386,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,O3.elf,sha224_RISCV_clang_O3.elf,sha224_final,001009c2,SHA-224,7,13,8,0,0,0.04379562,19.57142857,1,9,0,0,0,0,137,0,0.081273723,0,112,0.177422391,0.01680211,0.089566597,0,0,0.064471613,FALSE,FALSE,FALSE,FALSE,0,0,0,8,21,102,0.209183673,5.31574058,2.703195111,0.058394161,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,O3.elf,sha224_RISCV_clang_O3.elf,main,00100b9c,Non-Crypto,5,40,37,1,1,0.025252525,39.6,1,8,0,0,0,0,198,0,0.083192342,0,189,0.268626028,0.026765499,0.102283157,0,0,0.056426844,FALSE,FALSE,FALSE,FALSE,0,0,192,68,45,151,0.097770154,5.26981592,2.826426529,0.186868687,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,FUN_00100640,100640,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,3.022055209,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,FUN_00100650,100650,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,2.855388542,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,FUN_00100660,100660,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,3.022055209,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,FUN_00100670,100670,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,2.855388542,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,FUN_00100680,100680,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,3.022055209,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,_start,100690,Non-Crypto,1,3,4,0,0,0.083333333,12,1,3,0,0,0,0,12,0,0.086956522,0,5,0.173913043,0.043478261,0.086956522,0,0,0.043478261,FALSE,FALSE,FALSE,FALSE,1,0,0,1,1,4,0.086956522,4.675698135,2.131407608,0.333333333,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,_PREINIT_0,001006b2,Non-Crypto,1,0,1,0,0,0,3,2,1,0,0,0,0,3,0,0.2,0,2,0.4,0,0,0,0,0.2,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,2,0,3.121928095,1.921928095,0.333333333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,deregister_tm_clones,001006be,Non-Crypto,4,5,3,0,0,0.2,2.5,2,5,0,0,0,0,10,0,0.085714286,0,10,0.171428571,0,0.035714286,0,0,0.085714286,FALSE,FALSE,FALSE,FALSE,0,0,0,0,3,6,0.052631579,4.053308151,2.720582776,0.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,register_tm_clones,1.01E+03,Non-Crypto,4,5,3,0,0,0.133333333,3.75,2,5,0,0,0,0,15,0,0.10515873,0,12,0.154761905,0,0.035714286,0,0,0.10515873,FALSE,FALSE,FALSE,FALSE,0,0,0,0,6,8,0.037037037,4.561482187,3.054289467,0.2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,__do_global_dtors_aux,0010070c,Non-Crypto,5,8,5,0,0,0.2,4,2,7,0,0,0,0,20,0,0.068253968,0,18,0.276190476,0,0.163492063,0,0,0.068253968,FALSE,FALSE,FALSE,FALSE,0,0,16,0,3,14,0.166666667,5.090234012,2.771926182,0.25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,Os.elf,sha224_RISCV_clang_Os.elf,sha224_init,100748,SHA-224,1,0,1,0,0,0,19,2,1,0,0,0,0,19,0,0.085106383,0,18,0.382978723,0,0.212765957,0,0,0.085106383,FALSE,FALSE,FALSE,FALSE,0,0,0,0,4,18,0.212765957,4.728502116,2.153069832,0.052631579,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,Os.elf,sha224_RISCV_clang_Os.elf,sha224_update,100782,SHA-224,6,9,5,1,1,0.1,6.666666667,2,5,0,0,0,0,40,0,0.027826087,0,34,0.265739469,0.007246377,0.157080261,0,0,0.02057971,FALSE,FALSE,FALSE,FALSE,0,0,0,2,3,27,0.18,5.61355931,2.694403444,0.125,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,Os.elf,sha224_RISCV_clang_Os.elf,sha224_transform,001007ea,SHA-224,7,9,4,3,2,0.018072289,23.71428571,2,7,0,0,0,0,166,0,0.110485713,0,117,0.231363472,0.036159898,0.144652227,0.018007005,0,0.056318811,FALSE,FALSE,FALSE,FALSE,0,0,344,28,36,84,0.134048257,6.66552951,2.859452466,0.024096386,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,SHA-224,clang,Os.elf,sha224_RISCV_clang_Os.elf,sha224_final,001009be,SHA-224,10,17,9,1,2,0.076190476,10.5,2,12,0,0,0,0,105,0,0.111993311,0,75,0.179325264,0.030919361,0.070783299,0,0,0.08107395,FALSE,FALSE,FALSE,FALSE,0,0,0,15,29,56,0.120437956,5.890001532,2.912441083,0.085714286,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,clang,Os.elf,sha224_RISCV_clang_Os.elf,main,00100b00,Non-Crypto,3,10,9,1,2,0.028169014,23.66666667,1,8,0,0,0,0,71,0,0.104822808,0,70,0.296589395,0.041620037,0.110045297,0,0,0.063202771,FALSE,FALSE,FALSE,FALSE,0,0,68,14,16,61,0.112299465,5.422162285,2.520143338,0.126760563,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O0.elf,sha224_RISCV_riscv64-linux-gnu-gcc_O0.elf,FUN_00100740,100740,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,2.855388542,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O0.elf,sha224_RISCV_riscv64-linux-gnu-gcc_O0.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,2.688721876,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RISCV,Non-Crypto,riscv64-linux-gnu-gcc,O0.elf,sha224_RISCV_riscv64-linux-gnu-gcc_O0.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,1,2,0,0,0,0,3,0,0.181818182,0,4,0.272727273,0.090909091,0.090909091,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,3,0.090909091,2.855388542,2.594906618,0.666666667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
