architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,__aeabi_ldivmod,00010f14,Non-Crypto,12,18,8,0,0,0.10909090909090909,4.583333333333333,1,14,0,0,0,0,55,0.0,0.055585957810731716,0,264,0.10428389226906788,0.03297216891191066,0.031390586537645364,0.0,0.0,0.02261378889882105,False,False,False,False,1,0,16,20,16,59,0.03598971722365039,5.268544537438929,4.068141790272277,0.14545454545454545,29
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,__aeabi_uldivmod,00010fb4,Non-Crypto,4,6,4,0,0,0.125,4.0,1,6,0,0,0,0,16,0.0,0.025,0,54,0.07083333333333333,0.025,0.041666666666666664,0.0,0.0,0.0,False,False,False,False,1,0,16,3,0,9,0.06756756756756757,4.720175521464343,3.5186800345382063,0.25,15
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,__aeabi_idiv0,00010fe4,Non-Crypto,1,1,2,0,0,0.0,4.0,1,2,0,0,0,0,4,0.0,0.11538461538461539,0,13,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.0,0.0,0.0,False,False,False,False,0,0,0,3,0,4,0.15384615384615385,3.418295834054489,3.038159681645953,0.5,3
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,__udivmoddi4,00010ff0,Non-Crypto,17,26,11,2,2,0.1111111111111111,5.294117647058823,2,15,0,0,0,0,90,0.0,0.04874857765356811,0,567,0.11980166446758451,0.027312004075637615,0.050490196078431374,0.0,0.0,0.021436573577930496,False,False,False,False,0,0,4,44,36,89,0.022397891963109356,6.0411629035215615,4.052680875416419,0.12222222222222222,76
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,_fini,000110f8,Non-Crypto,1,0,1,0,0,0.0,2.0,2,1,0,0,0,0,2,0.0,0.11764705882352941,0,10,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.0,0.0,0.0,False,False,False,False,0,0,0,2,0,6,0.23529411764705882,2.75,2.895423870280316,0.5,1
ARM,Non-Crypto,clang,O1,rsa1024_ARM_clang_O1.elf,_init,00010424,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.10526315789473684,0,10,0.3157894736842105,0.10526315789473684,0.21052631578947367,0.0,0.0,0.0,False,False,False,False,0,0,0,2,0,6,0.21052631578947367,3.084962500721156,3.010570934268484,0.6666666666666666,2
ARM,Non-Crypto,clang,O1,rsa1024_ARM_clang_O1.elf,_start,000104b0,Non-Crypto,1,2,3,0,0,0.06666666666666667,15.0,1,3,0,0,0,0,15,0.0,0.043478260869565216,0,20,0.13043478260869565,0.043478260869565216,0.10869565217391304,0.0,0.0,0.0,False,False,False,False,0,0,0,2,0,6,0.10869565217391304,4.598652005434406,2.3524566896399377,0.2,14
ARM,Non-Crypto,clang,O1,rsa1024_ARM_clang_O1.elf,call_weak_fn,000104e4,Non-Crypto,3,3,2,0,0,0.0,3.3333333333333335,1,4,0,0,0,0,10,0.0,0.07941176470588235,0,36,0.07254901960784314,0.052941176470588235,0.04607843137254902,0.0,0.0,0.026470588235294117,False,False,False,False,1,0,0,4,2,6,0.07272727272727272,4.665311532225102,4.072738468960348,0.2,7
ARM,Non-Crypto,clang,O1,rsa1024_ARM_clang_O1.elf,deregister_tm_clones,00010508,Non-Crypto,4,5,3,0,0,0.15384615384615385,3.25,2,5,0,0,0,0,13,0.0,0.2,0,26,0.1375,0.2,0.05,0.0,0.0,0.0,False,False,False,False,1,0,0,4,0,8,0.02857142857142857,4.209867121904035,3.1399786482181,0.23076923076923078,9
ARM,Non-Crypto,clang,O1,rsa1024_ARM_clang_O1.elf,register_tm_clones,00010534,Non-Crypto,4,5,3,0,0,0.125,4.0,2,5,0,0,0,0,16,0.0,0.23629032258064517,0,57,0.09435483870967742,0.2120967741935484,0.05,0.0,0.0,0.024193548387096774,False,False,False,False,1,0,0,7,6,12,0.012987012987012988,4.6534955617749425,3.7275283797403787,0.1875,13
ARM,Non-Crypto,clang,O1,rsa1024_ARM_clang_O1.elf,__do_global_dtors_aux,00010568,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.07191919191919191,0,30,0.2653832442067736,0.07191919191919191,0.14721330956625073,0.0,0.0,0.0,False,False,False,False,0,0,0,4,0,16,0.14035087719298245,4.680689288944334,3.145971326679435,0.25,17
ARM,RSA-1024,clang,O1,rsa1024_ARM_clang_O1.elf,mod_exp,000105ac,RSA-1024,7,11,6,1,1,0.1,5.714285714285714,2,6,0,0,0,0,40,0.0,0.07274862392509451,0,137,0.10542300836418483,0.027491528079763374,0.07171162171162171,0.0,0.026260504201680673,0.04525709584533114,False,False,False,False,0,0,8,8,11,35,0.08438818565400844,5.204950014433722,3.8140496782973985,0.15,28
ARM,RSA-1024,clang,O1,rsa1024_ARM_clang_O1.elf,extended_gcd,0001064c,RSA-1024,4,6,4,1,1,0.0392156862745098,12.75,2,4,0,0,0,0,51,0.0,0.0483991008991009,0,161,0.1945004995004995,0.016363636363636365,0.14934315684315685,0.0,0.01048951048951049,0.03203546453546453,False,False,False,False,0,0,72,3,6,56,0.12075471698113208,5.247668801763983,4.050569313280286,0.0784313725490196,33
ARM,RSA-1024,clang,O1,rsa1024_ARM_clang_O1.elf,mod_inverse,00010718,RSA-1024,1,3,4,0,0,0.04,25.0,1,3,0,0,0,0,25,0.0,0.048,0,68,0.176,0.016,0.096,0.0,0.0,0.032,False,False,False,False,0,0,40,2,4,22,0.096,4.703472357232479,3.8900760278817605,0.16,18
ARM,RSA-1024,clang,O1,rsa1024_ARM_clang_O1.elf,is_prime,0001077c,RSA-1024,15,26,13,2,1,0.11827956989247312,6.2,3,10,0,0,0,0,93,0.0,0.07589947310394846,0,454,0.09507619231190025,0.02434757713625757,0.053660431509502754,0.0023809523809523807,0.012254901960784315,0.04917094358673851,False,False,False,False,0,0,64,18,40,87,0.058666666666666666,5.268988013166144,4.07409721797921,0.13978494623655913,74
